email;website;url
;https://stores.banter.com;https://jewelry.grandiani.com/profile/banter-by-piercing-pagoda-staten-island-2/
;https://www.mahatijewels.com;https://jewelry.grandiani.com/profile/mahati-jewels-sunnyvale/
Info@creichmanjewelers.com;https://creichmanjewelers.com;https://jewelry.grandiani.com/profile/c-reichman-brooklyn/
;https://agnesrose-co.myshopify.com;https://jewelry.grandiani.com/profile/agnes-rose-frisco/
;;https://jewelry.grandiani.com/profile/taras-jewelry-sanford/
;https://goldcityjewelersmi.com;https://jewelry.grandiani.com/profile/gold-city-jewelers-auburn-hills/
;https://parrisjewelers.com;https://jewelry.grandiani.com/profile/parris-jewelers-at-the-district-at-midtown-hattiesburg/
;;https://jewelry.grandiani.com/profile/sell-jewelry-miami-miami/
;;https://jewelry.grandiani.com/profile/jk-jewelry-watch-repair-cooper-city/
info@sharifjewelers.com;https://www.sharifjewelers.com;https://jewelry.grandiani.com/profile/sharif-jewelers-folsom/
;https://stores.banter.com;https://jewelry.grandiani.com/profile/banter-by-piercing-pagoda-broomfield/
;https://www.meekajewelry.com;https://jewelry.grandiani.com/profile/meeka-fine-jewelry-newport/
;;https://jewelry.grandiani.com/profile/bilals-jewelry-paterson/
;https://www.bassfinejewelry.com;https://jewelry.grandiani.com/profile/bass-fine-jewelry-bossier-city/
info@typethink.com;https://www.jewelplus.com;https://jewelry.grandiani.com/profile/dd-jewelry-walnut-creek/
;;https://jewelry.grandiani.com/profile/mojave-fine-jewelry-san-antonio/
;https://crystaldustdesigns.com;https://jewelry.grandiani.com/profile/crystaldust-designs-online-store-only-miami/
;https://stores.banter.com;https://jewelry.grandiani.com/profile/banter-by-piercing-pagoda-annapolis/
;;https://jewelry.grandiani.com/profile/jewelry-mkt-greenville/
;;https://jewelry.grandiani.com/profile/jonathans-jewelry-of-ephraim-ephraim/
;;https://jewelry.grandiani.com/profile/joyeria-salazar-winter-haven/
diamondconcierge@reeds.com;https://www.reeds.com;https://jewelry.grandiani.com/profile/reeds-jewelers-asheville/
;;https://jewelry.grandiani.com/profile/joyeria-aurus-indianapolis/
;https://www.diamondcity.biz;https://jewelry.grandiani.com/profile/diamond-city-jewelers-vacaville/
;;https://jewelry.grandiani.com/profile/david-diamondss-oakland-park/
;;https://jewelry.grandiani.com/profile/meraki-body-jewelry-pocatello/
;;https://jewelry.grandiani.com/profile/rowland-heights-jewelry-mart-rowland-heights/
gems@villagejewelersltd.com;https://www.villagejewelersltd.com;https://jewelry.grandiani.com/profile/village-jewelers-ltd-boone/
;https://jewelryboxkaty.com;https://jewelry.grandiani.com/profile/jewelry-box-outlet-katy/
;;https://jewelry.grandiani.com/profile/south-bay-gold-finleys-jewelers-gold-diamond-buyer-manhattan-beach/
;;https://jewelry.grandiani.com/profile/jaclynns-bling-boutique-osakis/
;https://www.uncommonjames.com;https://jewelry.grandiani.com/profile/uncommon-james-dallas/
;https://stores.jared.com;https://jewelry.grandiani.com/profile/jared-jewelers-newport-news/
;https://www.4everbonded.com;https://jewelry.grandiani.com/profile/forever-bonded-battlefield-mall-springfield/
;https://allisjewelry.online;https://jewelry.grandiani.com/profile/allis-jewelry-panorama-city/
;;https://jewelry.grandiani.com/profile/paul-david-jewelry-inc-jupiter/
;https://stores.zales.com;https://jewelry.grandiani.com/profile/zales-hialeah/
colonialjewelers@gmail.com;https://www.colonial-jewelers.com;https://jewelry.grandiani.com/profile/colonial-jewelers-st-michael/
;https://stores.kay.com;https://jewelry.grandiani.com/profile/kay-jewelers-riverside/
;https://www.cormiersfinejewelry.com;https://jewelry.grandiani.com/profile/cormiers-fine-jewelry-bedford/
;https://www.kendrascott.com;https://jewelry.grandiani.com/profile/kendra-scott-denver/
;;https://jewelry.grandiani.com/profile/greenleaf-jewelers-mesquite/
;https://www.waldengalleria.com;https://jewelry.grandiani.com/profile/mandati-jewelers-buffalo/
;https://www.kendrascott.com;https://jewelry.grandiani.com/profile/kendra-scott-brookfield/
;;https://jewelry.grandiani.com/profile/st-louis-fine-jewelry-st-peters/
;https://islandsilverkw.com;https://jewelry.grandiani.com/profile/island-silver-key-west/
;https://stores.jared.com;https://jewelry.grandiani.com/profile/jared-jewelers-albuquerque/
clientcare@foundrae.com;https://foundrae.com;https://jewelry.grandiani.com/profile/foundrae-dallas/
;https://stores.pandora.net;https://jewelry.grandiani.com/profile/pandora-jewelry-dearborn/
;;https://jewelry.grandiani.com/profile/simon-jewelers-shrewsbury/
;;https://jewelry.grandiani.com/profile/d-carrolls-jewelers-midland/
contact@bybonniejewelry.com;https://bybonniejewelry.com;https://jewelry.grandiani.com/profile/by-bonnie-jewelry-burlingame/
;;https://jewelry.grandiani.com/profile/305-miami-jewelry-miami/
;https://stores.kay.com;https://jewelry.grandiani.com/profile/kay-jewelers-cumberland/
;https://elodie-hollern-design.square.site;https://jewelry.grandiani.com/profile/elodiehollerndesign-lahaina/
;https://stores.banter.com;https://jewelry.grandiani.com/profile/banter-by-piercing-pagoda-green-bay/
;https://www.diamondexchangetexas.com;https://jewelry.grandiani.com/profile/diamond-exchange-texas-houston/
;;https://jewelry.grandiani.com/profile/wanaque-fine-jewelry-haskell/
;https://stores.zales.com;https://jewelry.grandiani.com/profile/zales-augusta/
;https://stores.pandora.net;https://jewelry.grandiani.com/profile/pandora-jewelry-saugus/
;https://jandhjewelry.etsy.com;https://jewelry.grandiani.com/profile/jh-jewelry-bellmore/
;https://www.helzberg.com;https://jewelry.grandiani.com/profile/helzberg-diamonds-gilbert/
;https://www.facebook.com;https://jewelry.grandiani.com/profile/flaming-jay-jewelers-yuma/
info@mysite.com;https://www.canebayjewelers.com;https://jewelry.grandiani.com/profile/cane-bay-jewelers-summerville/
;;https://jewelry.grandiani.com/profile/little-black-bag-boutique-kingsland/
;https://www.artemisarivas.com;https://jewelry.grandiani.com/profile/artemisa-rivas-jewelry-chula-vista/
;https://stores.kay.com;https://jewelry.grandiani.com/profile/kay-jewelers-tukwila/
;https://www.reeds.com;https://jewelry.grandiani.com/profile/reeds-chesapeake/
info@alexandcompany.com;https://alexandcompany.com;https://jewelry.grandiani.com/profile/alex-company-jewelers-newton/
;https://www.argylejewelers.com;https://jewelry.grandiani.com/profile/argyle-jewelers-babylon/
;https://m.facebook.com;https://jewelry.grandiani.com/profile/anthonys-custom-jewelry-wesley-chapel/
;https://www.vanithafashionjewelry.com;https://jewelry.grandiani.com/profile/vanitha-fashion-jewelry-gaithersburg/
;https://stores.kay.com;https://jewelry.grandiani.com/profile/kay-jewelers-greenville-3/
;;https://jewelry.grandiani.com/profile/upward-jewelry-inc-queens/
franchising@lovisa.com;https://www.lovisa.com;https://jewelry.grandiani.com/profile/lovisa-walden-galleria-buffalo/
;https://www.facebook.com;https://jewelry.grandiani.com/profile/zapped-permanent-jewelry-crossville/
;https://www.tarbay.com;https://jewelry.grandiani.com/profile/tarbay-boutique-doral-doral/
;https://www.midasjewelryllc.com;https://jewelry.grandiani.com/profile/midas-jewelry-llc-louisville/
;https://darcysfinejewelers.com;https://jewelry.grandiani.com/profile/darcys-fine-jewelers-santa-rosa/
;https://www.laynesjewelry.com;https://jewelry.grandiani.com/profile/laynes-jewelry-design-gonzales/
;https://stores.zales.com;https://jewelry.grandiani.com/profile/zales-outlet-san-clemente/
;https://www.helzberg.com;https://jewelry.grandiani.com/profile/helzberg-diamonds-arlington-2/
;https://stores.kay.com;https://jewelry.grandiani.com/profile/kay-jewelers-cambridge-2/
;;https://jewelry.grandiani.com/profile/the-jewel-box-san-mateo/
info@gabrielaceballos.com;https://gabrielaceballos.com;https://jewelry.grandiani.com/profile/gabriela-ceballos-ny-jewelry-soho-new-york/
;https://worldstarbling.com;https://jewelry.grandiani.com/profile/world-star-bling-14k-diamond-10k-jewelry-los-angeles-los-angeles/
;https://stores.kay.com;https://jewelry.grandiani.com/profile/kay-jewelers-moorestown/
;;https://jewelry.grandiani.com/profile/mikes-jewelry-southfield/
;https://stores.kay.com;https://jewelry.grandiani.com/profile/kay-jewelers-daly-city/
;https://www.queensjewelers.com;https://jewelry.grandiani.com/profile/queens-jewelers-spartanburg/
;;https://jewelry.grandiani.com/profile/dollar-power-jewelry-grand-rapids/
;https://stores.kay.com;https://jewelry.grandiani.com/profile/kay-jewelers-omaha/
affjpa@gmail.com;https://www.jacksonjewelryandpawn.net;https://jewelry.grandiani.com/profile/affordable-jewelry-pawn-shop-jackson/
;https://www.nesemannsdiamondcenter.com;https://jewelry.grandiani.com/profile/nesemanns-diamond-center-plymouth/
shiobkdhr@gmail.com;https://www.descenza.com;https://jewelry.grandiani.com/profile/descenza-diamonds-peabody-peabody/
info@settygallery.com;https://www.settygallery.com;https://jewelry.grandiani.com/profile/setty-gallery-glendale/
info@tdcjewelry.com;https://tdcjewelry.com;https://jewelry.grandiani.com/profile/tdc-deer-park/
;https://www.facebook.com;https://jewelry.grandiani.com/profile/rockstarz-llc-steubenville/
;https://stores.kay.com;https://jewelry.grandiani.com/profile/kay-jewelers-thousand-oaks/
;https://jewelryetcgrenadams.com;https://jewelry.grandiani.com/profile/jewelry-etc-grenada/
;https://stores.kay.com;https://jewelry.grandiani.com/profile/kay-jewelers-memphis-2/
;https://linktr.ee;https://jewelry.grandiani.com/profile/tram-huong-the-bao-jeans-jewelry-company-westminster/
;https://www.skystonegallery.com;https://jewelry.grandiani.com/profile/skystone-gallery-stamford/
;https://www.jewelofparadise.com;https://jewelry.grandiani.com/profile/jewel-of-paradise-hanalei/
;;https://jewelry.grandiani.com/profile/tims-jewelry-shop-cincinnati/
gifts@thejeweledbird.com;https://www.thejeweledbird.com;https://jewelry.grandiani.com/profile/the-jeweled-bird-wheeling/
;https://www.scoresdiamondjewelers.com;https://jewelry.grandiani.com/profile/scores-jewelers-anderson/
;;https://jewelry.grandiani.com/profile/carmel-jewelry-phones-indianapolis/
thevaultm4@gmail.com;https://vaultm4.com;https://jewelry.grandiani.com/profile/vault-m4-jewelry-irvine/
Arielsjewelry.online@gmail.com;https://arielsjewelry.com;https://jewelry.grandiani.com/profile/ariels-jewelry-no6-doral/
;;https://jewelry.grandiani.com/profile/zaara-gold-diamonds-calumet-city/
;;https://jewelry.grandiani.com/profile/cleopatra-jewelers-vineland/
;https://stores.pandora.net;https://jewelry.grandiani.com/profile/pandora-jewelry-toms-river/
;https://www.bgsjewelers.com;https://jewelry.grandiani.com/profile/bgs-jewelers-bobs-gem-shop-escondido/
;https://royal.mj.jewelry;https://jewelry.grandiani.com/profile/royal-mj-jewelry-paterson/
;https://stores.kay.com;https://jewelry.grandiani.com/profile/kay-jewelers-newburgh/
;;https://jewelry.grandiani.com/profile/hr-jewerly-san-jose/
;;https://jewelry.grandiani.com/profile/melindas-bargain-treasures-moyock/
;https://danwak.com;https://jewelry.grandiani.com/profile/danwak-co-new-york/
;https://stores.kay.com;https://jewelry.grandiani.com/profile/kay-jewelers-coon-rapids/
;https://stores.pandora.net;https://jewelry.grandiani.com/profile/pandora-natick/
;https://www.haasejewelry.com;https://jewelry.grandiani.com/profile/j-p-haase-jewelers-milwaukee/
youraddress@gmail.com;https://thinkgoodness.com;https://jewelry.grandiani.com/profile/think-goodness-gilbert/
;;https://jewelry.grandiani.com/profile/the-jewelry-doctor-new-martinsville/
;https://www.robbinsbrothers.com;https://jewelry.grandiani.com/profile/robbins-brothers-fine-jewelers-woodland-hills/
;https://www.vvsking.com;https://jewelry.grandiani.com/profile/vvs-king-chicago/
;https://stores.banter.com;https://jewelry.grandiani.com/profile/banter-by-piercing-pagoda-manchester-4/
;https://www.swarovski.com;https://jewelry.grandiani.com/profile/swarovski-garden-city/
;https://www.scirtojewelers.com;https://jewelry.grandiani.com/profile/scirto-jewelers-lockport/
;https://kravitjewelers.com;https://jewelry.grandiani.com/profile/kravit-jewelers-oceanside/
;;https://jewelry.grandiani.com/profile/simcha-jewelry-center-spring-valley/
;https://www.goldennuggetjewelryny.com;https://jewelry.grandiani.com/profile/golden-nugget-jewelry-astoria/
;https://www.degwyn.com;https://jewelry.grandiani.com/profile/degwyn-gems-danvers/
;;https://jewelry.grandiani.com/profile/mana-by-grandes-gems-hawaii-koloa/
;https://stores.jared.com;https://jewelry.grandiani.com/profile/jared-jewelers-goodlettsville/
;;https://jewelry.grandiani.com/profile/copacetic-jewelers-providence/
info@malanijewelers.com;https://www.malanijewelers.com;https://jewelry.grandiani.com/profile/malani-jewelers-richardson/
;https://www.michaelhjewelry.com;https://jewelry.grandiani.com/profile/michael-h-los-angeles/
;;https://jewelry.grandiani.com/profile/joyeria-fina-lolis-navarrete-clarksville/
;https://www.lamonjewelers.com;https://jewelry.grandiani.com/profile/lamon-jewelers-knoxville/
;;https://jewelry.grandiani.com/profile/reflections-jewelry-katy/
;;https://jewelry.grandiani.com/profile/glorias-jewelry-box-homestead/
;https://flawlessjeweler.com;https://jewelry.grandiani.com/profile/flawless-jewelry-phone-repair-tucker/
diamondstudio614@yahoo.com;https://thediamondstudiogahanna.com;https://jewelry.grandiani.com/profile/the-diamond-studio-gahanna/
;;https://jewelry.grandiani.com/profile/ross-company-jewelers-buffalo/
;https://www.matysjewelry.com;https://jewelry.grandiani.com/profile/matys-jewelry-repair-durant/
;;https://jewelry.grandiani.com/profile/gothamfinejewelers-new-york/
;;https://jewelry.grandiani.com/profile/ts-jewelry-shop-greenwich/
dalegordon@comcast.net;https://www.dsgordonjewelers.com;https://jewelry.grandiani.com/profile/d-s-gordon-jewelers-lower-burrell/
;https://www.haileyandloganjewelers.com;https://jewelry.grandiani.com/profile/hailey-logan-jewelers-we-buy-gold-danbury/
;https://stores.banter.com;https://jewelry.grandiani.com/profile/banter-by-piercing-pagoda-manchester-3/
servicejr101@servicejr101.com;https://servicejewelryandrepair.com;https://jewelry.grandiani.com/profile/service-jewelry-repair-hendersonville-hendersonville/
;https://www.goldusabowie.com;https://jewelry.grandiani.com/profile/gold-usa-bowie-bowie/
;https://lulujewelrymke.com;https://jewelry.grandiani.com/profile/lulu-jewelry-franklin/
;;https://jewelry.grandiani.com/profile/godair-west-hollywood/
;;https://jewelry.grandiani.com/profile/nathan-jewelry-los-angeles/
;https://www.instagram.com;https://jewelry.grandiani.com/profile/jewelry-mart-national-city/
;https://noble.jewelry;https://jewelry.grandiani.com/profile/noble-fine-jewelry-richardson/
diamondcollection920@gmail.com;https://diamondci.com;https://jewelry.grandiani.com/profile/diamond-collection-georgetown/
;https://tiedwithlove.store;https://jewelry.grandiani.com/profile/tied-with-love-edmond/
;https://wond3erfullymade139.square.site;https://jewelry.grandiani.com/profile/wonderfully-made-139-fountain-hills/
;https://touchofclassjh.com;https://jewelry.grandiani.com/profile/a-touch-of-class-jackson/
;https://www.facebook.com;https://jewelry.grandiani.com/profile/bellisimo-luxe-jewelers-wading-river/
;https://www.oceaniamaui.com;https://jewelry.grandiani.com/profile/oceania-maui-lahaina-lahaina/
;https://virtuejeweler.com;https://jewelry.grandiani.com/profile/virtue-jewelers-atelier-newburyport/
jeff@jhdiamondjewelers.com;https://www.jhdiamondjewelers.com;https://jewelry.grandiani.com/profile/j-h-diamond-jewelers-pinson/
jewelry@fredmeyer.com;https://www.fredmeyerjewelers.com;https://jewelry.grandiani.com/profile/fred-meyer-jewelers-coos-bay/
;;https://jewelry.grandiani.com/profile/luisito-jewelry-hazleton/
;https://johnstownjewelers.com;https://jewelry.grandiani.com/profile/johnstown-jewelers-williamsburg/
;;https://jewelry.grandiani.com/profile/its-all-about-the-accessories-cambridge/
;https://www.bulgari.com;https://jewelry.grandiani.com/profile/bvlgari-beverly-hills/
;https://us.graff.com;https://jewelry.grandiani.com/profile/graff-bal-harbour-bal-harbour-shops-bal-harbour/
;https://www.stricklandjewelers.com;https://jewelry.grandiani.com/profile/strickland-jewelers-dothan/
;;https://jewelry.grandiani.com/profile/bella-vie-fine-jewelry-repairs-williston/
;https://willyou.net;https://jewelry.grandiani.com/profile/jewelry-by-alex-paramus/
;https://going-golden.com;https://jewelry.grandiani.com/profile/going-golden-brownsburg/
;https://stores.kay.com;https://jewelry.grandiani.com/profile/kay-jewelers-enterprise/
;https://shopidc.com;https://jewelry.grandiani.com/profile/international-diamond-center-port-st-lucie/
italianJ1@aol.com;https://seyboldjewelry.com;https://jewelry.grandiani.com/profile/italian-jewelry-inc-miami/
;https://stores.zales.com;https://jewelry.grandiani.com/profile/zales-manchester-2/
;https://www.grillzgodz.com;https://jewelry.grandiani.com/profile/grillz-godz-st-petersburg/
;;https://jewelry.grandiani.com/profile/ruby-jewelry-selma/
info@austinandelkins.com;https://austinandelkins.com;https://jewelry.grandiani.com/profile/austin-elkins-jewelers-by-appointment-alexandria/
;https://stores.sterlingjewelers.com;https://jewelry.grandiani.com/profile/j-b-robinson-jewelers-sandusky/
;;https://jewelry.grandiani.com/profile/zwillinger-company-san-francisco/
CustomerCareEurope@davidyurman.com;https://www.davidyurman.com;https://jewelry.grandiani.com/profile/david-yurman-at-nordstrom-bellevue/
;;https://jewelry.grandiani.com/profile/luckys-jewelry-2-miami/
;https://www.repossi.com;https://jewelry.grandiani.com/profile/repossi-new-york-city-new-york/
;;https://jewelry.grandiani.com/profile/raquels-fine-jewelry-los-angeles/
jdavis@thejwbench.com;https://www.thejwbench.com;https://jewelry.grandiani.com/profile/the-jewelers-workbench-waynesville/
;https://vmluxuryjewelry.com;https://jewelry.grandiani.com/profile/vm-luxury-jewelry-louisville/
;https://stores.kay.com;https://jewelry.grandiani.com/profile/kay-jewelers-waterford/
;https://www.brilliantearth.com;https://jewelry.grandiani.com/profile/brilliant-earth-orange/
franchising@lovisa.com;https://www.lovisa.com;https://jewelry.grandiani.com/profile/lovisa-nashua/
;;https://jewelry.grandiani.com/profile/covington-co-jewelry-landrum/
;https://www.letterstosarahmetalsmithing.com;https://jewelry.grandiani.com/profile/letterstosarah-metalsmithing-ferndale/
;https://goldhausjewelers.com;https://jewelry.grandiani.com/profile/gold-haus-jewelers-mountain-grove/
;https://www.linkwithlo.com;https://jewelry.grandiani.com/profile/link-with-lo-apollo-beach/
;https://woelks.com;https://jewelry.grandiani.com/profile/woelks-house-of-diamonds-russell/
newyork.sales@chromehearts.com;https://www.chromehearts.com;https://jewelry.grandiani.com/profile/chrome-hearts-las-vegas-2/
;https://www.minkaadaisy.com;https://jewelry.grandiani.com/profile/minkaa-daisy-jewelry-littlestown/
;https://stores.kay.com;https://jewelry.grandiani.com/profile/kay-jewelers-bloomington-3/
;https://shopprestigejewelry.square.site;https://jewelry.grandiani.com/profile/prestige-permanent-jewelry-18k-gold-tampa/
;;https://jewelry.grandiani.com/profile/yvonne-arafiles-jewelry-reseda/
;;https://jewelry.grandiani.com/profile/precious-closet-waipahu/
;https://www.theswissconnection.com;https://jewelry.grandiani.com/profile/jean-jacques-mamie-fine-jewelry-dana-point/
;https://stores.pandora.net;https://jewelry.grandiani.com/profile/pandora-jewelry-corning/
franchising@lovisa.com;https://www.lovisa.com;https://jewelry.grandiani.com/profile/lovisa-dolphin-mall-miami/
;https://stores.zales.com;https://jewelry.grandiani.com/profile/zales-burbank/
;https://www.shoptjc.com;https://jewelry.grandiani.com/profile/the-jewelry-center-mequon/
;;https://jewelry.grandiani.com/profile/sparkle-brooklyn/
info@incogem.com;https://incogem.myshopify.com;https://jewelry.grandiani.com/profile/jewels-by-george-incogem-palm-desert/
Info@goldcasters.com;https://www.goldcasters.com;https://jewelry.grandiani.com/profile/gold-casters-diamonds-and-fine-jewelry-bloomington/
;;https://jewelry.grandiani.com/profile/lucky-gold-jewelry-columbus/
;https://stores.kay.com;https://jewelry.grandiani.com/profile/kay-jewelers-queen-creek/
;https://stores.kay.com;https://jewelry.grandiani.com/profile/kay-jewelers-lanham/
;https://www.richardsfinejewelry.com;https://jewelry.grandiani.com/profile/richards-fine-jewelry-and-coin-llc-salem/
franchising@lovisa.com;https://www.lovisa.com;https://jewelry.grandiani.com/profile/lovisa-san-francisco/
;https://www.wickershamjewelry.com;https://jewelry.grandiani.com/profile/wickersham-jewelry-marshfield/
;https://stores.banter.com;https://jewelry.grandiani.com/profile/banter-by-piercing-pagoda-glendale-2/
;https://www.irishcharm.com;https://jewelry.grandiani.com/profile/irish-charm-la-mesa/
;;https://jewelry.grandiani.com/profile/trenees-boutique-petersburg/
;https://www.thenyje.com;https://jewelry.grandiani.com/profile/new-york-jewelers-exchange-new-york/
;https://stores.kay.com;https://jewelry.grandiani.com/profile/kay-jewelers-silverdale/
franchising@lovisa.com;https://www.lovisa.com;https://jewelry.grandiani.com/profile/lovisa-orlando/
;https://barrypeterson.com;https://jewelry.grandiani.com/profile/barry-peterson-jewelers-ketchum/
diamondsanddesignsjewelers@verizon.net;https://www.diamondsanddesignsjewelers.com;https://jewelry.grandiani.com/profile/diamonds-designs-fredericksburg/
;https://www.middleearthlapidary.com;https://jewelry.grandiani.com/profile/middle-earth-lapidary-east-granby/
;;https://jewelry.grandiani.com/profile/happy-billions-west-hollywood/
;;https://jewelry.grandiani.com/profile/blessed-gold-waco/
;https://www.kevinjewelers.com;https://jewelry.grandiani.com/profile/kevin-jewelers-santa-maria/
;;https://jewelry.grandiani.com/profile/morpoly-las-vegas/
;https://www.donrobertojewelers.com;https://jewelry.grandiani.com/profile/don-roberto-jewelers-cathedral-city/
;https://www.rafaelajewelryinc.com;https://jewelry.grandiani.com/profile/rafaela-jewelry-los-angeles/
;https://stores.pandora.net;https://jewelry.grandiani.com/profile/pandora-jewelry-asheville/
;https://centergoldeast.com;https://jewelry.grandiani.com/profile/center-gold-east-buy-sell-pawn-gold-silver-diamonds-rocky-point/
;https://www.creativegemsinc.com;https://jewelry.grandiani.com/profile/creative-gems-panama-city/
;https://bobbies-jewelers.edan.io;https://jewelry.grandiani.com/profile/bobbies-jewelers-vandergrift/
;;https://jewelry.grandiani.com/profile/g7jewelry-miami/
Info@Whiteflash.com;https://www.whiteflash.com;https://jewelry.grandiani.com/profile/whiteflash-sugar-land/
;https://ebandcompany.com;https://jewelry.grandiani.com/profile/eb-and-co-kansas-city-2/
;https://www.domenikahome.com;https://jewelry.grandiani.com/profile/domenika-las-vegas/
;https://rogersandhollands.com;https://jewelry.grandiani.com/profile/rogers-hollands-jewelers-bloomington-2/
;https://stores.kay.com;https://jewelry.grandiani.com/profile/kay-jewelers-allentown-2/
;;https://jewelry.grandiani.com/profile/sparkling-bling-in-wyoming-gillette/
lollisjewelry@gmail.com;https://www.jewelryrepaircapecoral.com;https://jewelry.grandiani.com/profile/lollis-jewelry-cape-coral/
;https://albert-s-jewelry-and-awards.ueniweb.com;https://jewelry.grandiani.com/profile/alberts-jewelry-fort-kent/
;;https://jewelry.grandiani.com/profile/soni-jewelers-bakersfield/
medawaronline@medawars.com;https://www.medawars.com;https://jewelry.grandiani.com/profile/medawars-frandor-lansing/
;https://gowoody.ueniweb.com;https://jewelry.grandiani.com/profile/go-woody-baton-rouge/
;https://www.bjewelaspen.com;https://jewelry.grandiani.com/profile/bjewel-aspen/
